8.683576880336701942e-01 4.959384292760736224e-01
2.571232166723513290e-01 9.663786273754522149e-01
7.036323322954932680e-01 7.105642412536704589e-01
7.112346845736141135e-03 9.999747069413036371e-01
9.420262820459722741e-01 3.355390944951753829e-01
9.513692017933506051e-01 3.080529855058749544e-01
3.769457026982765413e-01 9.262353573564887643e-01
7.431275030200367171e-01 6.691498443960106624e-01
9.439890068820624425e-01 3.299769005336852246e-01
9.231670907768076972e-01 3.843989106471101813e-01
7.776730940143309345e-01 6.286688785411423952e-01
4.855792708011560238e-02 9.988203680931232453e-01
5.619834876500362508e-03 9.999842086032963984e-01
5.873512476416989925e-01 8.093321394172725558e-01
1.084931076578408565e-01 9.940972012790018075e-01
7.001313363471564077e-01 7.140140837999940926e-01
9.184544568109417328e-01 3.955267510094834793e-01
9.826199035019558270e-01 1.856289989247555949e-01
1.439017245395660671e-01 9.895919834328383846e-01
6.211156988312462879e-01 7.837188836983403073e-01
1.763707022281374437e-01 9.843238163305577659e-01
2.642410625454375550e-01 9.644566661415421294e-01
4.389276922576937356e-01 8.985223875726945364e-01
4.354006128571224488e-01 9.002368056926144391e-01
2.256625843937843656e-01 9.742055214402750574e-01
9.219975810902049096e-01 3.871956359049144036e-01
9.974970079998254358e-01 7.070869134269229528e-02
8.948050994423313309e-01 4.464569789039026793e-01
8.812653604714039135e-01 4.726217985167489033e-01
2.269561312290371835e-01 9.739049822737062545e-01
