9.151746658526803690e-01 3.604163654426173480e-03
8.687536513571569863e-03 8.684720572027815333e-01
3.792532275122567631e-01 2.159888747944644916e-01
4.053902391176076314e-01 1.959855522048226106e-01
3.114373500457401356e-03 9.211390611353479363e-01
3.645845299118960492e-01 2.278295652042136021e-01
7.842119874901735121e-01 2.355976442126317405e-02
9.556281554647162446e-01 9.849153228282947481e-04
3.361438223823343119e-02 7.429030576159866284e-01
2.811638114046046688e-01 3.048205023408377956e-01
