8.067563759576540372e-01 4.210625146768509630e-02
3.534522805793366418e-01 6.359195442831817591e-01
3.766672848228702075e-01 4.667736723641977559e-01
8.040448867142047096e-01 4.258351219978673274e-02
6.484866202589652240e-02 7.476817883092740091e-01
2.001337750643507052e-01 7.030205323160887421e-01
7.183788623022908659e-01 1.044805785412209476e-01
7.474396864007926133e-01 6.503388826539813206e-02
4.046433943981150860e-01 4.068145349943907974e-01
5.003809417267457427e-02 7.755160241280740774e-01
