6.194190494390845458e-01 9.062096913328765435e-01 7.610979282721849204e-01 1.115815635667877226e-01
4.463450096694159264e-01 2.878128769255797748e-01 8.076475804665512737e-01 6.136631002497305865e-01
6.695883016115269371e-01 2.253478540656562723e-01 4.610981260926110270e-01 9.819187205523095541e-01
5.837456965112589602e-01 9.369607830506395674e-01 4.700263027980364772e-01 2.638707367400777715e-01
9.641153183804491711e-01 4.079298657569473407e-01 2.085231279101357194e-01 8.525903439074580259e-01
3.178109681336506176e-01 9.520452346653476283e-01 6.204264824728527028e-01 3.769089873260730306e-01
8.988487741220514415e-01 8.532405647493410683e-01 4.704530360894612073e-01 1.706568197172979584e-01
3.357777049157868454e-01 6.762376807924554978e-01 5.181222633762490037e-01 5.290641760061318699e-01
6.872163172298224598e-01 9.460229814851595087e-02 7.198615492289763829e-01 9.372001777519477494e-01
6.989860868622503887e-01 4.379099501103786984e-01 3.203110529388940586e-01 6.374143754152026276e-01
