3.931699827972987005e-01 6.068300172027013550e-01
3.288501011356710912e-01 6.711498988643288532e-01
4.174395415891138383e-01 5.825604584108862172e-01
8.565750030006304971e-01 1.434249969993694751e-01
5.480421959159369472e-01 4.519578040840630528e-01
5.507442666405151233e-01 4.492557333594848767e-01
7.151944419307991740e-01 2.848055580692009370e-01
5.689236757053960369e-01 4.310763242946040741e-01
6.785901206085638293e-01 3.214098793914361707e-01
1.349901157413853359e-01 8.650098842586146919e-01
6.174207842867142082e-01 3.825792157132856808e-01
3.414325063593495746e-01 6.585674936406504809e-01
3.679293981844987127e-01 6.320706018155012318e-01
6.468748035925032669e-01 3.531251964074967331e-01
2.896831657826732798e-01 7.103168342173267202e-01
2.815687333697330375e-01 7.184312666302669070e-01
6.016931020559417309e-01 3.983068979440581581e-01
5.681263500515579823e-01 4.318736499484419067e-01
3.031782715197771649e-01 6.968217284802228351e-01
9.869600584225426410e-01 1.303994157745737119e-02
4.917329686083112827e-01 5.082670313916888283e-01
7.038276792000855986e-01 2.961723207999144014e-01
2.031493444732639930e-01 7.968506555267359515e-01
3.858237882335127655e-01 6.141762117664872900e-01
1.660896288994417602e-01 8.339103711005582120e-01
5.569584726814226228e-01 4.430415273185773772e-01
6.464109855428111784e-01 3.535890144571887661e-01
9.102530930477888971e-01 8.974690695221108905e-02
3.946982092493458438e-01 6.053017907506541562e-01
8.311247761331076456e-01 1.688752238668923822e-01
